animal,sea,fish,,,tench
animal,sea,fish,,,goldfish
animal,sea,fish,cartilaginous,shark,great white shark
animal,sea,fish,cartilaginous,shark,tiger shark
animal,sea,fish,cartilaginous,shark,hammerhead
animal,sea,fish,cartilaginous,,electric ray
animal,sea,fish,cartilaginous,,stingray
animal,bird,fowl,,,cock
animal,bird,fowl,,,hen
animal,bird,land,,,ostrich
animal,bird,,,,brambling
animal,bird,,,,goldfinch
animal,bird,,,,house finch
animal,bird,,,,junco
animal,bird,,,,indigo bunting
animal,bird,,,,robin
animal,bird,,,,bulbul
animal,bird,,,,jay
animal,bird,,,,magpie (crow)
animal,bird,,,,chickadee
animal,bird,,,,water ouzel
animal,bird,prey,,,kite
animal,bird,prey,,,bald eagle
animal,bird,prey,,,vulture
animal,bird,owl,,,great grey
animal,amphibian,salamander,,,salamander
animal,amphibian,salamander,,,common newt
animal,amphibian,salamander,,,eft
animal,amphibian,salamander,,,spotted salamander
animal,amphibian,salamander,,,mud puppy
animal,amphibian,frog,,,bullfrog
animal,amphibian,frog,,,tree frog
animal,amphibian,frog,,,tailed frog
animal,reptile,turtle,,,loggerhead
animal,reptile,turtle,,,turtle
animal,reptile,turtle,,,mud turtle
animal,reptile,turtle,,,terrapin
animal,reptile,turtle,,,box turtle
animal,reptile,lizard,,,banded gecko
animal,reptile,lizard,,,common iguana
animal,reptile,lizard,,,American chameleon
animal,reptile,lizard,,,whiptail
animal,reptile,lizard,,,agama
animal,reptile,lizard,,,frilled lizard
animal,reptile,lizard,,,alligator lizard
animal,reptile,lizard,venomous,,Gila monster
animal,reptile,lizard,,,green lizard
animal,reptile,lizard,,,African chameleon
animal,reptile,lizard,,,Komodo dragon
animal,reptile,crocodile,,,African crocodile
animal,reptile,crocodile,,,American alligator
animal,extinct,dinosaur,,,triceratops
animal,reptile,snake,venomous,,thunder snake
animal,reptile,snake,non-venomous,,ringneck snake
animal,reptile,snake,non-venomous,,hognose snake
animal,reptile,snake,non-venomous,,green snake
animal,reptile,snake,non-venomous,,king snake
animal,reptile,snake,non-venomous,,garter snake
animal,reptile,snake,non-venomous,,water snake
animal,reptile,snake,venomous,,vine snake
animal,reptile,snake,venomous,,night snake
animal,reptile,snake,non-venomous,,boa constrictor
animal,reptile,snake,non-venomous,,rock python
animal,reptile,snake,venomous,,Indian cobra
animal,reptile,snake,venomous,,green mamba
animal,reptile,snake,venomous,,sea snake
animal,reptile,snake,non-venomous,,horned viper
animal,reptile,snake,venomous,,diamondback rattlesnake
animal,reptile,snake,venomous,,sidewinder
animal,extinct,fossil,,,trilobite
animal,arachnid,spider,,,harvestman
animal,arachnid,scorpion,venomous,,scorpion
animal,arachnid,spider,,,black and gold garden spider
animal,arachnid,spider,,,barn spider
animal,arachnid,spider,,,garden spider
animal,arachnid,spider,venomous,,black widow
animal,arachnid,spider,,,tarantula
animal,arachnid,spider,,,wolf spider
animal,insect,,,,tick
animal,insect,,,,centipede
animal,bird,,,,black grouse
animal,bird,,,,ptarmigan
animal,bird,,,,ruffed grouse
animal,bird,fowl,,,prairie chicken
animal,bird,,,,peacock
animal,bird,,,,quail
animal,bird,fowl,,,partridge
animal,bird,,,,African grey
animal,bird,,,,macaw
animal,bird,,,,sulphur-crested cockatoo
animal,bird,,,,lorikeet
animal,bird,,,,coucal
animal,bird,,,,bee eater
animal,bird,,,,hornbill
animal,bird,hummingbird,,,hummingbird
animal,bird,,,,jacamar
animal,bird,,,,toucan
animal,bird,fowl,,,drake
animal,bird,,,,red-breasted merganser
animal,bird,fowl,,,goose
animal,bird,,,,black swan
animal,mammal,elephant,elephant,,tusker
animal,mammal,placental mammal,,,"echidna, spiny anteater"
animal,mammal,monotreme,,,platypus
animal,mammal,marsupial,,,wallaby
animal,mammal,marsupial,,,koala
animal,mammal,marsupial,,,wombat
animal,invertebrate,jellyfish,,,jellyfish
animal,sea,,,,sea anemone
animal,sea,,,,brain coral
animal,invertebrate,,,,flatworm
animal,parasite,,,,nematode
animal,mollusc,,,,conch
animal,mollusc,,,,snail
animal,mollusc,,,,slug
animal,mollusc,,,,sea slug
animal,mollusc,,,,chiton
animal,mollusc,,,,chambered nautilus
animal,crustacean,crab,,,Dungeness crab
animal,crustacean,crab,,,rock crab
animal,crustacean,crab,,,fiddler crab
animal,crustacean,crab,,,king crab
animal,crustacean,lobster,,,American lobster
animal,crustacean,lobster,,,spiny lobster
animal,crustacean,lobster,,,crayfish
animal,crustacean,crab,,,hermit crab
animal,crustacean,,,,isopod
animal,bird,,,,white stork
animal,bird,,,,black stork
animal,bird,,,,spoonbill
animal,bird,,,,flamingo
animal,bird,,,,little blue
animal,bird,,,,American egret
animal,bird,,,,bittern
animal,bird,,,,crane
animal,bird,,,,limpkin
animal,bird,,,,European gallinule
animal,bird,,,,American coot
animal,bird,,,,bustard
animal,bird,,,,ruddy turn stone
